sv_id,task_id,func,mo_ta_loi,pub_pass,pub_total,pub_tpr,pub_errors,hid_pass,hid_total,hid_tpr,hid_errors,is_false_positive
SV088,44,count_negative,"Lỗi HC - Code gian lan hard-code chi de qua public test, luon fail hidden test.",3,3,100.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",2,10,20.0,"{'SE': 0, 'WA': 8, 'RE': 0, 'TLE': 0, 'MLE': 0}",True
SV089,45,merge_lists,Lỗi TLE - Code lap vo tan gay ra loi qua thoi gian chay (Time Limit Exceeded).,0,3,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 3, 'MLE': 0}",0,10,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 10, 'MLE': 0}",False
SV090,45,merge_lists,"Lỗi HC - Code gian lan hard-code chi de qua public test, luon fail hidden test.",0,3,0.0,"{'SE': 3, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",0,10,0.0,"{'SE': 10, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",False
SV091,46,is_numeric_string,Lỗi TLE - Code lap vo tan gay ra loi qua thoi gian chay (Time Limit Exceeded).,0,3,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 3, 'MLE': 0}",0,10,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 10, 'MLE': 0}",False
SV092,46,is_numeric_string,"Lỗi HC - Code gian lan hard-code chi de qua public test, luon fail hidden test.",0,3,0.0,"{'SE': 3, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",0,10,0.0,"{'SE': 10, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",False
SV093,47,lcm,Lỗi TLE - Code lap vo tan gay ra loi qua thoi gian chay (Time Limit Exceeded).,0,3,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 3, 'MLE': 0}",0,10,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 10, 'MLE': 0}",False
SV094,47,lcm,"Lỗi HC - Code gian lan hard-code chi de qua public test, luon fail hidden test.",0,3,0.0,"{'SE': 3, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",0,10,0.0,"{'SE': 10, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",False
SV095,48,list_to_string,Lỗi TLE - Code lap vo tan gay ra loi qua thoi gian chay (Time Limit Exceeded).,0,3,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 3, 'MLE': 0}",0,10,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 10, 'MLE': 0}",False
SV096,48,list_to_string,"Lỗi HC - Code gian lan hard-code chi de qua public test, luon fail hidden test.",0,3,0.0,"{'SE': 3, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",0,10,0.0,"{'SE': 10, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",False
SV097,49,get_first_n,Lỗi TLE - Code lap vo tan gay ra loi qua thoi gian chay (Time Limit Exceeded).,0,3,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 3, 'MLE': 0}",0,10,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 10, 'MLE': 0}",False
SV098,49,get_first_n,"Lỗi HC - Code gian lan hard-code chi de qua public test, luon fail hidden test.",0,3,0.0,"{'SE': 3, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",0,10,0.0,"{'SE': 10, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",False
SV099,50,has_zero,Lỗi TLE - Code lap vo tan gay ra loi qua thoi gian chay (Time Limit Exceeded).,0,3,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 3, 'MLE': 0}",0,10,0.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 10, 'MLE': 0}",False
SV100,50,has_zero,"Lỗi HC - Code gian lan hard-code chi de qua public test, luon fail hidden test.",3,3,100.0,"{'SE': 0, 'WA': 0, 'RE': 0, 'TLE': 0, 'MLE': 0}",2,10,20.0,"{'SE': 0, 'WA': 8, 'RE': 0, 'TLE': 0, 'MLE': 0}",True
